id,doi,year,venue,title,cited_by,M_material,T_task,E_env,trust_flags,P_physics,depth_tier,duplicate_of,eligibility_concern
2-s2.0-105013576797,10.1007/s42107-025-01506-5,2026,Asian Journal of Civil Engineering,Prediction and comparison of compressive strength of geopolymer concrete by using decision tree and random forest regression model,6,FA-slag,optimization,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-85174412385,10.1007/s40996-023-01247-y,2024,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Comparative Analysis of Regression and ANN Algorithm for Predicting Compressive Strength of Sustainable Geopolymer Concrete at Varying NaOH Concentration and Curing Temperature,5,FA-slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105042573358,10.1007/s40831-026-01571-3,2026,Journal of Sustainable Metallurgy,Prediction of Workability of Nano-SiO2 and Steel-Polyvinyl Alcohol Hybrid Fiber-Reinforced Self-Compacting Geopolymer Concrete Based on the Back Propagation Neural Network Optimized by the Genetic Algorithm–Ant Colony Optimization Hybrid Algorithm,0,mixed/other-AAM,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85217243208,10.1016/j.clet.2025.100899,2025,Cleaner Engineering and Technology,Machine learning-driven optimization for predicting compressive strength in fly ash geopolymer concrete,32,fly-ash,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-85200111883,10.1016/j.conbuildmat.2024.137509,2024,Construction and Building Materials,Predicting the compressive strength of engineered geopolymer composites using automated machine learning,34,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85219259079,10.1016/j.mtcomm.2025.112076,2025,Materials Today Communications,Prediction of compressive and flexural strength of coal gangue-based geopolymer using machine learning method,39,FA-slag;tailings,optimization,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85201370027,10.1007/s41024-024-00485-5,2024,Journal of Building Pathology and Rehabilitation,Predicting split tensile strength in Portland and geopolymer concretes using machine learning algorithms: a comparative study,22,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105025671981,10.1080/10298436.2025.2597306,2026,International Journal of Pavement Engineering,Optimizing mix proportions of steel fiber reinforced geopolymeric recycled aggregate concrete using viscoelastic artificial neural networks,0,FA-slag;recycled-aggregate,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105038085640,10.1007/s42107-026-01700-z,2026,Asian Journal of Civil Engineering,Utilizing long short-term memory deep learning models to predict the compressive strength of geopolymer concrete,0,fly-ash;biomass-ash,optimization,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105022899593,10.1016/j.conbuildmat.2025.144529,2025,Construction and Building Materials,Multi-objective optimization of recycled fine aggregate geopolymer-based grouting materials using the response surface methodology and backpropagation neural network coupled approach,3,FA-slag;metakaolin/clay,multi-objective-optimization,waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105039097845,10.1177/03611981261444710,2026,Transportation Research Record,Assessment of Geopolymer Synthesis Parameters for Strength of Stabilized Fat Clay Using Statistical and Machine Learning Techniques,0,fly-ash;metakaolin/clay;stabilized-soil,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-105019985951,10.1016/j.istruc.2025.110405,2025,Structures,Developing a novel strength predictive modeling for 3D printable geopolymer concrete: An interpretable data-driven approach,0,mixed/other-AAM,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105043171259,10.1007/s40996-026-02202-3,2026,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Experimental and machine learning-based evaluation of durability and mechanical performance of geopolymer concrete under acid and sulphate exposure,0,mixed/other-AAM,prediction,durability,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-105042691402,10.3390/gels12060463,2026,Gels,GWO-Optimized BPNN for Abrasion Resistance Prediction of Nano-SiO2 and Hybrid Fiber Reinforced Geopolymer Gel Concrete,0,mixed/other-AAM,optimization,durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-105034205835,10.1016/j.cemconres.2026.108173,2026,Cement and Concrete Research,Quantifying resolution-dependent microstructure and pore-network topology in LDH-modified alkali-activated slag pastes via synchrotron X-ray nano-holotomography and multiscale tomography,0,slag,microstructure/image-analysis,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105032671997,10.3390/su18052227,2026,Sustainability (Switzerland),Interpretable Machine Learning for Compressive Strength Prediction of Fly Ash-Based Geopolymer Concrete,2,fly-ash,multi-objective-optimization,none-explicit,XAI,I(data-driven),DEEP,,
2-s2.0-105017476086,10.1061/JSDCCC.SCENG-1724,2025,Journal of Structural Design and Construction Practice,Analyzing the Behavior of Geopolymer Concrete with Different Novel Machine-Learning Algorithms,20,fly-ash,optimization,carbon,XAI,I(data-driven),DEEP,,
2-s2.0-85209568009,10.1016/j.mtcomm.2024.111047,2024,Materials Today Communications,Parametric analysis and prediction of geopolymerization process,25,fly-ash,prediction,durability,XAI,I(data-driven),STANDARD,,
2-s2.0-105019192561,10.1002/suco.70369,2026,Structural Concrete,Use of regression and machine learning approach in predicting the strength of GBFS-based geopolymer mortars without experimentation,0,slag,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-105010695413,10.1016/j.rineng.2025.106279,2025,Results in Engineering,Prediction of compressive strength for geopolymer paste using bagging ensemble technique and experimental design,2,mixed/other-AAM,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105026309242,10.1038/s41598-025-29088-x,2025,Scientific Reports,Machine learning based optimization of fly ash content for improving geopolymer concrete compressive strength,7,fly-ash,optimization,none-explicit,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-85209883853,10.1016/j.conbuildmat.2024.139235,2024,Construction and Building Materials,Multi-objective optimization and prediction of strength along with durability in acid-resistant self-compacting alkali-activated concrete,25,slag,multi-objective-optimization,cost;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-105037759465,10.46604/aiti.2026.15755,2026,Advances in Technology Innovation,Assessment of Hot-Water-Alkali Treated Bagasse Fiber in Metakaolin-Based Geopolymer Using Machine Learning,0,metakaolin/clay;biomass-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85207693464,10.1007/s41939-024-00601-5,2025,"Multiscale and Multidisciplinary Modeling, Experiments and Design",Utilizing machine learning approaches within concrete technology offers an intelligent perspective towards sustainability in the construction industry: a comprehensive review,15,recycled-aggregate,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105004811499,10.1016/j.jobe.2025.112879,2025,Journal of Building Engineering,Compressive strength prediction and feature analysis for GGBS-Based geopolymer concrete using optimized XGBoost and SHAP: A comparative study of optimization algorithms and experimental validation,37,slag,optimization,none-explicit,XAI;ext-val,I(data-driven),STANDARD,,
2-s2.0-85210256691,10.3390/buildings14113505,2024,Buildings,Soft Computing Techniques to Model the Compressive Strength in Geo-Polymer Concrete: Approaches Based on an Adaptive Neuro-Fuzzy Inference System,8,mixed/other-AAM,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85214706029,10.1016/j.cscm.2025.e04203,2025,Case Studies in Construction Materials,Application of machine learning models for the optimisation of compressive strength and water resistance of geopolymer stabilised compacted earth,15,mixed/other-AAM,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105006673583,10.1016/j.engappai.2025.111291,2025,Engineering Applications of Artificial Intelligence,Artificial intelligence-driven models for predicting mechanical properties of low-emission microwave-cured geopolymer mortar,5,mixed/other-AAM,prediction,carbon;durability,UQ,I(data-driven),DEEP,,
2-s2.0-105018835667,10.1007/s44150-025-00152-4,2025,"Architecture, Structures and Construction","Advanced geopolymer concrete with coconut fiber reinforcement: optimizing strength, durability, and predictive modelling for sustainable construction",13,slag,optimization,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105025104609,10.5755/j02.ms.39657,2025,Medziagotyra,Palm Shell Ash-based Geopolymer Mortar Innovation as a Sustainable Construction Solution,1,mixed/other-AAM,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105018199458,10.1007/s41024-025-00704-7,2026,Journal of Building Pathology and Rehabilitation,Prediction of mechanical strengths of geopolymer concrete using optimized machine learning models with graphical user interface,7,slag,optimization,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-105016307130,10.1016/j.wasman.2025.115139,2025,Waste Management,Novel insight into the heavy metal immobilization by coal fly ash-based geopolymers using machine learning and density functional theory,5,fly-ash,prediction,waste-valorization,XAI,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-105029061007,10.1016/j.rineng.2026.109288,2026,Results in Engineering,Attention-based hybrid deep learning framework for modelling the compressive strength of ultra-high-performance geopolymer concrete,1,slag,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105027164063,10.1038/s41598-025-30430-6,2026,Scientific Reports,"Prediction of rapid chloride permeability using silica fume, fly ash, GGBS and micro fibers based geopolymer concrete",9,FA-slag,optimization,durability,XAI,I(data-driven),STANDARD,,
2-s2.0-105010313241,10.1016/j.rineng.2025.106133,2025,Results in Engineering,Sustainable approach of strength measurement for soil's stabilized with geo-polymer with hybrid ensemble models,8,stabilized-soil,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-105008226145,10.1016/j.clet.2025.101021,2025,Cleaner Engineering and Technology,Multivariate predictive modeling of compressive strength in ground granulated blast furnace slag/fly ash-based alkali-activated concrete,12,FA-slag,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105030190351,10.1007/s41024-026-00786-x,2026,Journal of Building Pathology and Rehabilitation,A hybrid metaheuristic-machine learning framework for high-fidelity prediction of geopolymer concrete compressive strength,0,mixed/other-AAM,optimization,none-explicit,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-105019213120,10.1061/JSDCCC.SCENG-1565,2025,Journal of Structural Design and Construction Practice,Experimental Verification for Machine-Learning Approaches in Compressive Strength Prediction of Alkali-Activated Concrete,2,mixed/other-AAM,prediction,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105011209320,10.1007/s42107-025-01449-x,2025,Asian Journal of Civil Engineering,A comparative study of NGBoost and traditional machine learning models for prediction of compressive strength of geopolymer concrete,4,mixed/other-AAM,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105043609973,10.1016/j.eswa.2026.133523,2027,Expert Systems with Applications,Explainable stacked ensemble learning and multi-objective optimization for the intelligent design of green and low-carbon geopolymer concrete,0,FA-slag,multi-objective-optimization,carbon;cost,XAI;OOD/transfer,I(data-driven),DEEP,,
2-s2.0-85199388068,10.1016/j.mtcomm.2024.109915,2024,Materials Today Communications,AI-driven design for the compressive strength of ultra-high performance geopolymer concrete (UHPGC): From explainable ensemble models to the graphical user interface,42,mixed/other-AAM,prediction,cost,XAI,I(data-driven),STANDARD,,
2-s2.0-85206802350,10.1007/s43452-024-01002-8,2024,Archives of Civil and Mechanical Engineering ,Mix design determination procedure for geopolymer concrete based on target strength method,13,fly-ash,optimization,cost;waste-valorization,ext-val,II(domain-features),STANDARD,,
2-s2.0-85217952460,10.1016/j.istruc.2025.108444,2025,Structures,Frost resistance of steel fiber geopolymer concrete studied via the machine learning method,10,mixed/other-AAM,prediction,waste-valorization;durability,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-105009228552,10.1016/j.jobe.2025.113302,2025,Journal of Building Engineering,Comparative evaluation of hybrid machine learning models for predicting the strength of metakaolin-based geopolymer concrete enhanced with Gaussian noise augmentation,73,metakaolin/clay,prediction,none-explicit,XAI;calibration,II(domain-features),DEEP,,
2-s2.0-105010434943,10.1016/j.clwas.2025.100352,2025,Cleaner Waste Systems,Predicting the compressive strength of laterite blocks stabilized with metakaolin geopolymer and sugarcane molasses via machine learning,12,metakaolin/clay;biomass-ash,prediction,durability,XAI,I(data-driven),STANDARD,,
2-s2.0-105041330738,10.54740/ros.2026.024,2026,Rocznik Ochrona Srodowiska,Data-Driven Prediction of CO2 Emissions in Low-Carbon Geopolymer Concrete Using Integrated Experimental Analysis and Machine Learning Techniques,0,FA-slag,prediction,carbon;LCA,OOD/transfer,I(data-driven),DEEP,,
